,Country,"Density
(P/Km2)",Abbreviation,Agricultural Land( %),Land Area(Km2),Armed Forces size,Birth Rate,Calling Code,Capital/Major City,Co2-Emissions,CPI,CPI Change (%),Currency-Code,Fertility Rate,Forested Area (%),Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Largest city,Life expectancy,Maternal mortality ratio,Minimum wage,Official language,Out of pocket health expenditure,Physicians per thousand,Population,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population,Latitude,Longitude,Iso3_code,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,txtVALUE,Source
17197,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Child,2011,Counts,3.0,GLOTIP
17198,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2011,Counts,16.0,GLOTIP
17199,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Child,2011,Counts,3.0,GLOTIP
17200,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2011,Counts,10.0,GLOTIP
17201,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Child,2011,Counts,3.0,GLOTIP
17202,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2011,Counts,26.0,GLOTIP
17203,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2011,Counts,26.0,GLOTIP
17220,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Child,2012,Counts,3.0,GLOTIP
17221,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2012,Counts,33.0,GLOTIP
17222,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Child,2012,Counts,3.0,GLOTIP
17223,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2012,Counts,53.0,GLOTIP
17224,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Child,2012,Counts,3.0,GLOTIP
17225,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2012,Counts,86.0,GLOTIP
17226,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2012,Counts,86.0,GLOTIP
17246,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Child,2013,Counts,3.0,GLOTIP
17247,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2013,Counts,39.0,GLOTIP
17248,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Child,2013,Counts,3.0,GLOTIP
17249,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2013,Counts,26.0,GLOTIP
17250,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Child,2013,Counts,17.0,GLOTIP
17251,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2013,Counts,65.0,GLOTIP
17252,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2013,Counts,82.0,GLOTIP
17266,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2014,Counts,44.0,GLOTIP
17267,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2014,Counts,27.0,GLOTIP
17268,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Child,2014,Counts,8.0,GLOTIP
17269,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2014,Counts,71.0,GLOTIP
17270,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2014,Counts,79.0,GLOTIP
17286,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Child,2015,Counts,3.0,GLOTIP
17287,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2015,Counts,20.0,GLOTIP
17288,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Child,2015,Counts,3.0,GLOTIP
17289,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2015,Counts,27.0,GLOTIP
17290,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Child,2015,Counts,3.0,GLOTIP
17291,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2015,Counts,47.0,GLOTIP
17292,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2015,Counts,47.0,GLOTIP
17309,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2016,Counts,23.0,GLOTIP
17310,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2016,Counts,24.0,GLOTIP
17311,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2016,Counts,47.0,GLOTIP
17312,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2016,Counts,47.0,GLOTIP
17338,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Child,2017,Counts,3.0,GLOTIP
17339,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2017,Counts,49.0,GLOTIP
17340,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Child,2017,Counts,3.0,GLOTIP
17341,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2017,Counts,24.0,GLOTIP
17342,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Child,2017,Counts,3.0,GLOTIP
17343,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2017,Counts,73.0,GLOTIP
17344,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2017,Counts,73.0,GLOTIP
17388,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Child,2018,Counts,3.0,GLOTIP
17389,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2018,Counts,18.0,GLOTIP
17390,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Child,2018,Counts,3.0,GLOTIP
17391,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2018,Counts,41.0,GLOTIP
17392,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Child,2018,Counts,3.0,GLOTIP
17393,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2018,Counts,59.0,GLOTIP
17394,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2018,Counts,59.0,GLOTIP
17435,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Child,2019,Counts,3.0,GLOTIP
17436,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Adult,2019,Counts,13.0,GLOTIP
17437,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Child,2019,Counts,3.0,GLOTIP
17438,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Male,Adult,2019,Counts,58.0,GLOTIP
17439,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Child,2019,Counts,3.0,GLOTIP
17440,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Adult,2019,Counts,71.0,GLOTIP
17441,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Total,Total,2019,Counts,73.0,GLOTIP
17481,Israel,400,IL,24.60%,"20,770","178,000",20.8,972.0,Jerusalem,"65,166",108.15,0.80%,ILS,3.09,7.70%,$1.57 ,"$395,098,666,122 ",104.90%,63.40%,3.0,Jerusalem,82.8,3.0,7.58,Hebrew,24.4,4.62,9053300.0,64.00%,23.10%,25.30%,3.86,"8,374,393",31.046051,34.851612,ISR,Asia,Western Asia,Detected trafficking victims,Total,Total,Female,Child,2020,Counts,3.0,GLOTIP
